"Var1","Freq"
"MIPOL1",6
"MIS12",10
"MIS18A",10
"MIS18BP1",10
"MISFA",4
"MISP",8
"MISP3",8
"MITD1",10
"MITF",10
"MIX23",8
"MIXL1",9
"MKI67",10
"MKKS",10
"MKLN1",10
"MKNK1",10
"MKNK2",10
"MKRN1",10
"MKRN2",10
"MKRN2OS",1
"MKRN3",3
"MKS1",9
"MKX",3
"MLANA",4
"MLC1",10
"MLEC",10
"MLF1",10
"MLF2",10
"MLH1",10
"MLH3",10
"MLIP",4
"MLKL",10
"MLLT1",10
"MLLT10",10
"MLLT11",10
"MLLT3",10
"MLLT6",10
"MLN",9
"MLNR",5
"MLPH",10
"MLST8",10
"MLX",10
"MLXIP",10
"MLXIPL",10
"MLYCD",10
"MMAA",10
"MMAB",10
"MMACHC",10
"MMADHC",10
"MMD",10
"MMD2",10
"MME",10
"MMEL1",10
"MMGT1",10
"MMP1",9
"MMP10",7
"MMP11",10
"MMP12",10
"MMP13",9
"MMP14",10
"MMP15",10
"MMP16",5
"MMP17",10
"MMP19",10
"MMP2",10
"MMP20",3
"MMP21",3
"MMP23B",3
"MMP24",10
"MMP24OS",8
"MMP25",10
"MMP26",5
"MMP27",4
"MMP28",10
"MMP3",6
"MMP7",10
"MMP8",5
"MMP9",10
"MMRN1",7
"MMRN2",10
"MMS19",10
"MMS22L",3
"MMUT",8
"MN1",10
"MNAT1",10
"MND1",9
"MNDA",10
"MNS1",10
"MNT",10
"MNX1",10
"MOAP1",10
"MOB1A",10
"MOB1B",10
"MOB2",10
"MOB3A",10
"MOB3B",10
"MOB3C",10
"MOB4",3
"MOBP",5
"MOCOS",10
"MOCS1",10
"MOCS2",10
"MOCS3",9
"MOG",5
"MOGAT1",7
"MOGAT2",7
"MOGAT3",5
"MOGS",10
"MOK",10
"MON1A",10
"MON1B",10
"MON2",10
"MORC1",2
"MORC2",10
"MORC3",10
"MORC4",10
"MORF4L1",10
"MORF4L2",10
"MORN1",10
"MORN2",10
"MORN3",10
"MORN4",10
"MORN5",9
"MOS",6
"MOSMO",8
"MOSPD1",10
"MOSPD2",10
"MOSPD3",10
"MOV10",10
"MOV10L1",10
"MOXD1",10
"MPC1",8
"MPC1L",1
"MPC2",8
"MPDU1",10
"MPDZ",10
"MPEG1",10
"MPG",10
"MPHOSPH10",10
"MPHOSPH6",10
"MPHOSPH8",10
"MPHOSPH9",10
"MPI",10
"MPIG6B",8
"MPL",6
"MPLKIP",8
"MPND",10
"MPO",7
"MPP1",10
"MPP2",10
"MPP3",10
"MPP4",3
"MPP7",10
"MPPE1",10
"MPPED1",10
"MPPED2",5
"MPRIP",10
"MPST",10
"MPV17",10
"MPV17L",10
"MPV17L2",10
"MPZ",9
"MPZL1",10
"MPZL2",10
"MPZL3",10
"MR1",10
"MRAP",7
"MRAP2",9
"MRAS",10
"MRC1",10
"MRC2",10
"MRE11",8
"MREG",10
"MRFAP1",10
"MRFAP1L1",10
"MRFAP1L2",8
"MRGBP",8
"MRGPRD",3
"MRGPRE",7
"MRGPRF",10
"MRGPRG",3
"MRGPRX1",5
"MRGPRX2",5
"MRGPRX3",3
"MRGPRX4",5
"MRI1",10
"MRLN",2
"MRM1",10
"MRM2",8
"MRM3",8
"MRNIP",8
"MRO",5
"MROH1",8
"MROH2A",3
"MROH2B",5
"MROH5",1
"MROH6",8
"MROH7",1
"MROH7-TTC4",1
"MROH8",6
"MRPL1",10
"MRPL10",10
"MRPL11",10
"MRPL12",10
"MRPL13",10
"MRPL14",10
"MRPL15",10
"MRPL16",10
"MRPL17",10
"MRPL18",10
"MRPL19",10
"MRPL2",10
"MRPL20",10
"MRPL21",10
"MRPL22",10
"MRPL23",10
"MRPL24",10
"MRPL27",10
"MRPL28",10
"MRPL3",10
"MRPL30",10
"MRPL32",10
"MRPL33",10
"MRPL34",10
"MRPL35",10
"MRPL36",10
"MRPL37",10
"MRPL38",10
"MRPL39",7
"MRPL4",10
"MRPL40",10
"MRPL41",10
"MRPL42",10
"MRPL43",10
"MRPL44",10
"MRPL45",10
"MRPL46",10
"MRPL47",10
"MRPL48",10
"MRPL49",10
"MRPL50",10
"MRPL51",10
"MRPL52",10
"MRPL53",10
"MRPL54",10
"MRPL55",10
"MRPL57",8
"MRPL58",8
"MRPL9",10
"MRPS10",10
"MRPS11",10
"MRPS12",10
"MRPS14",10
"MRPS15",10
"MRPS16",10
"MRPS17",10
"MRPS18A",10
"MRPS18B",10
"MRPS18C",9
"MRPS2",10
"MRPS21",10
"MRPS22",10
"MRPS23",10
"MRPS24",3
"MRPS25",10
"MRPS26",10
"MRPS27",10
"MRPS28",3
"MRPS30",10
"MRPS31",10
"MRPS33",10
"MRPS34",10
"MRPS35",10
"MRPS5",10
"MRPS6",10
"MRPS7",10
"MRPS9",10
"MRRF",10
"MRS2",10
"MRTFA",8
"MRTFB",6
"MRTO4",10
"MS4A1",10
"MS4A10",3
"MS4A12",5
"MS4A13",2
"MS4A14",10
"MS4A15",8
"MS4A18",3
"MS4A2",8
"MS4A3",5
"MS4A4A",10
"MS4A4E",3
"MS4A5",4
"MS4A6A",10
"MS4A6E",5
"MS4A7",10
"MS4A8",8
"MSANTD1",8
"MSANTD2",8
"MSANTD3",8
"MSANTD4",8
"MSANTD5",1
"MSANTD7",8
"MSC",10
"MSGN1",3
"MSH2",10
"MSH3",10
"MSH4",4
"MSH5",3
"MSH5-SAPCD1",1
"MSH6",10
"MSI1",5
"MSI2",10
"MSL1",10
"MSL2",10
"MSL3",10
"MSL3B",1
"MSLN",10
"MSLNL",2
"MSMB",6
"MSMO1",10
"MSMP",3
"MSN",10
"MSR1",10
"MSRA",10
"MSRB1",8
"MSRB2",10
"MSRB3",10
"MSS51",5
"MST1",10
"MST1R",10
"MSTN",2
"MSTO1",3
"MSX1",10
"MSX2",9
"MT1A",3
"MT1B",3
"MT1E",3
"MT1F",10
"MT1G",10
"MT1H",3
"MT1HL1",8
"MT1M",10
"MT1X",10
"MT2A",10
"MT3",10
"MT4",10
"MTA1",10
"MTA2",9
"MTA3",10
"MTAP",10
"MTARC1",8
"MTARC2",8
"MTBP",7
"MTCH1",10
"MTCH2",10
"MTCL1",7
"MTCL2",8
"MTCL3",4
"MTCP1",6
"MTDH",10
"MTERF1",8
"MTERF2",8
"MTERF3",8
"MTERF4",8
"MTF1",10
"MTF2",10
"MTFMT",10
"MTFP1",10
"MTFR1",10
"MTFR1L",8
"MTFR2",7
"MTG1",10
"MTG2",8
"MTHFD1",10
"MTHFD1L",10
"MTHFD2",10
"MTHFD2L",10
"MTHFR",10
"MTHFS",3
"MTHFSD",10
"MTIF2",10
"MTIF3",10
"MTLN",8
"MTM1",10
"MTMR1",10
"MTMR10",10
"MTMR11",10
"MTMR12",10
"MTMR14",10
"MTMR2",10
"MTMR3",10
"MTMR4",10
"MTMR6",9
"MTMR7",3
"MTMR8",6
"MTMR9",10
"MTNAP1",8
"MTNR1A",6
"MTNR1B",10
"MTO1",10
"MTOR",10
"MTPAP",10
"MTPN",2
"MTR",10
"MTRES1",8
"MTREX",8
"MTRF1",10
"MTRF1L",6
"MTRFR",8
"MTRR",10
"MTSS1",10
"MTSS2",8
"MTTP",4
"MTURN",8
"MTUS1",10
"MTUS2",7
"MTX1",3
"MTX2",10
"MTX3",10
"MUC1",10
"MUC12",9
"MUC13",10
"MUC15",10
"MUC16",9
"MUC17",5
"MUC19",6
"MUC2",10
"MUC20",10
"MUC21",3
"MUC22",3
"MUC3A",10
"MUC4",10
"MUC5AC",10
"MUC5B",9
"MUC6",9
"MUC7",3
"MUCL1",9
"MUCL3",6
"MUL1",10
"MUS81",10
"MUSK",5
"MUSTN1",3
"MUTYH",10
"MVB12A",8
"MVB12B",8
"MVD",10
"MVK",10
"MVP",10
"MX1",10
"MX2",10
"MXD1",10
"MXD3",10
"MXD4",10
"MXI1",10
"MXRA5",10
"MXRA7",10
"MXRA8",10
"MYADM",10
"MYADML2",9
"MYB",10
"MYBBP1A",10
"MYBL1",10
"MYBL2",10
"MYBPC1",5
"MYBPC2",8
"MYBPC3",10
"MYBPH",10
"MYBPHL",3
"MYC",10
"MYCBP",3
"MYCBP2",10
"MYCBPAP",8
"MYCL",7
"MYCN",10
"MYCT1",10
"MYD88",10
"MYDGF",8
"MYEF2",10
"MYEOV",10
"MYF5",5
"MYF6",7
"MYG1",8
"MYH1",3
"MYH10",10
"MYH11",10
"MYH13",8
"MYH14",10
"MYH15",6
"MYH16",3
"MYH2",5
"MYH3",5
"MYH4",4
"MYH6",5
"MYH7",9
"MYH7B",8
"MYH8",4
"MYH9",10
"MYL1",6
"MYL10",10
"MYL11",7
"MYL12A",10
"MYL12B",3
"MYL2",5
"MYL3",10
"MYL4",9
"MYL5",9
"MYL6",10
"MYL6B",10
"MYL7",10
"MYL9",10
"MYLIP",10
"MYLK",10
"MYLK2",10
"MYLK3",5
"MYLK4",6
"MYMK",1
"MYMX",8
"MYNN",10
"MYO10",10
"MYO15A",7
"MYO15B",10
"MYO16",8
"MYO18A",3
"MYO18B",6
"MYO19",10
"MYO1A",10
"MYO1B",10
"MYO1C",10
"MYO1D",10
"MYO1E",10
"MYO1F",10
"MYO1G",10
"MYO1H",6
"MYO3A",4
"MYO3B",3
"MYO5A",10
"MYO5B",10
"MYO5C",10
"MYO6",10
"MYO7A",10
"MYO7B",10
"MYO9A",10
"MYO9B",10
"MYOC",9
"MYOCD",8
"MYOCOS",1
"MYOD1",10
"MYOF",10
"MYOG",10
"MYOM1",10
"MYOM2",10
"MYOM3",10
"MYORG",8
"MYOT",4
"MYOZ1",10
"MYOZ2",4
"MYOZ3",9
"MYPN",7
"MYPOP",10
"MYRF",8
"MYRFL",3
"MYRIP",8
"MYSM1",10
"MYT1",8
"MYT1L",3
"MYZAP",10
"MZB1",10
"MZF1",10
"MZT1",10
"MZT2A",10
"MZT2B",10
"N4BP1",10
"N4BP2",9
"N4BP2L1",10
"N4BP2L2",10
"N4BP3",7
"N6AMT1",2
"NAA10",10
"NAA11",5
"NAA15",10
"NAA16",10
"NAA20",10
"NAA25",10
"NAA30",10
"NAA35",10
"NAA38",10
"NAA40",10
"NAA50",10
"NAA60",10
"NAA80",8
"NAAA",10
"NAALAD2",3
"NAALADL1",10
"NAALADL2",6
"NAB1",10
"NAB2",10
"NABP1",8
"NABP2",8
"NACA",10
"NACA2",5
"NACAD",10
"NACC1",10
"NACC2",10
"NADK",10
"NADK2",8
"NADSYN1",10
"NAE1",10
"NAF1",10
"NAGA",10
"NAGK",10
"NAGLU",10
"NAGPA",10
"NAGS",10
"NAIF1",10
"NAIP",3
"NALCN",10
"NALF1",5
"NALF2",8
"NAMPT",10
"NANOG",3
"NANOGNB",2
"NANOGP8",1
"NANOS1",8
"NANOS2",5
"NANOS3",10
"NANP",10
"NANS",10
"NAP1L1",10
"NAP1L2",9
"NAP1L3",9
"NAP1L4",10
"NAP1L5",10
"NAPA",10
"NAPB",10
"NAPEPLD",10
"NAPG",10
"NAPRT",8
"NAPSA",10
"NARF",10
"NARS1",8
"NARS2",10
"NASP",10
"NAT1",10
"NAT10",10
"NAT14",10
"NAT16",7
"NAT2",7
"NAT8",5
"NAT8B",6
"NAT8L",10
"NAT9",10
"NATD1",8
"NAV1",10
"NAV2",10
"NAV3",9
"NAXD",8
"NAXE",8
"NBAS",10
"NBDY",8
"NBEA",10
"NBEAL1",10
"NBEAL2",10
"NBL1",1
"NBN",10
"NBPF1",3
"NBPF10",3
"NBPF11",3
"NBPF12",1
"NBPF14",2
"NBPF15",3
"NBPF20",1
"NBPF26",1
"NBPF3",10
"NBPF4",1
"NBPF6",2
"NBPF8",1
"NBPF9",1
"NBR1",10
"NCALD",10
"NCAM1",9
"NCAM2",3
"NCAN",6
"NCAPD2",10
"NCAPD3",10
"NCAPG",10
"NCAPG2",10
"NCAPH",9
"NCAPH2",10
"NCBP1",10
"NCBP2",10
"NCBP2AS2",8
"NCBP2L",1
"NCBP3",8
"NCCRP1",10
"NCDN",10
"NCEH1",10
"NCF1",3
"NCF2",10
"NCF4",10
"NCK1",10
"NCK2",10
"NCKAP1",10
"NCKAP1L",10
"NCKAP5",7
"NCKAP5L",10
"NCKIPSD",10
"NCL",10
"NCLN",10
"NCMAP",1
"NCOA1",10
"NCOA2",10
"NCOA3",10
"NCOA4",10
"NCOA5",10
"NCOA6",10
"NCOA7",10
"NCOR1",10
"NCOR2",10
"NCR1",10
"NCR2",10
"NCR3",10
"NCR3LG1",1
"NCS1",10
"NCSTN",10
"NDC1",8
"NDC80",10
"NDE1",10
"NDEL1",10
"NDFIP1",10
"NDFIP2",10
"NDN",10
"NDNF",10
"NDOR1",10
"NDP",4
"NDRG1",10
"NDRG2",10
"NDRG3",10
"NDRG4",10
"NDST1",10
"NDST2",10
"NDST3",4
"NDST4",7
"NDUFA1",10
"NDUFA10",10
"NDUFA11",10
"NDUFA12",10
"NDUFA13",10
"NDUFA2",10
"NDUFA3",10
"NDUFA4",10
"NDUFA4L2",10
"NDUFA5",10
"NDUFA6",10
"NDUFA7",10
"NDUFA8",10
"NDUFA9",10
"NDUFAB1",10
"NDUFAF1",10
"NDUFAF2",3
"NDUFAF3",10
"NDUFAF4",10
"NDUFAF5",8
"NDUFAF6",8
"NDUFAF7",8
"NDUFAF8",8
"NDUFB1",10
"NDUFB10",10
"NDUFB11",10
"NDUFB2",10
"NDUFB3",10
"NDUFB4",10
"NDUFB5",10
"NDUFB6",10
"NDUFB7",10
"NDUFB8",10
"NDUFB9",10
"NDUFC1",10
"NDUFC2",10
"NDUFS1",10
"NDUFS2",10
"NDUFS3",10
"NDUFS4",10
"NDUFS5",3
"NDUFS6",10
"NDUFS7",10
"NDUFS8",10
"NDUFV1",10
"NDUFV2",3
"NDUFV3",10
"NEB",8
"NEBL",10
"NECAB1",4
"NECAB2",10
"NECAB3",10
"NECAP1",10
"NECAP2",10
"NECTIN1",8
"NECTIN2",8
"NECTIN3",8
"NECTIN4",8
"NEDD1",10
"NEDD4",10
"NEDD4L",10
"NEDD8",10
"NEDD8-MDP1",1
"NEDD9",10
"NEFH",9
"NEFL",4
"NEFM",5
"NEGR1",7
"NEIL1",10
"NEIL2",10
"NEIL3",6
"NEK1",10
"NEK10",8
"NEK11",10
"NEK2",10
"NEK3",10
"NEK4",10
"NEK5",7
"NEK6",10
"NEK7",10
"NEK8",10
"NEK9",10
"NELFA",8
"NELFB",8
"NELFCD",8
"NELFE",8
"NELL1",7
"NELL2",9
"NEMF",10
"NEMP1",8
"NEMP2",8
"NENF",10
"NEO1",10
"NEPRO",8
"NES",10
"NET1",10
"NETO1",4
"NETO2",10
"NEU1",10
"NEU2",9
"NEU3",10
"NEU4",10
"NEURL1",7
"NEURL1B",10
"NEURL2",3
"NEURL3",9
"NEURL4",10
"NEUROD1",2
"NEUROD2",7
"NEUROD4",7
"NEUROD6",9
"NEUROG1",10
"NEUROG2",5
"NEUROG3",6
"NEXMIF",4
"NEXN",10
"NF1",10
"NF2",10
"NFAM1",10
"NFASC",10
"NFAT5",10
"NFATC1",10
"NFATC2",10
"NFATC2IP",10
"NFATC3",10
"NFATC4",10
"NFE2",10
"NFE2L1",10
"NFE2L2",10
"NFE2L3",10
"NFIA",10
"NFIB",10
"NFIC",10
"NFIL3",10
"NFILZ",1
"NFIX",10
"NFKB1",10
"NFKB2",10
"NFKBIA",10
"NFKBIB",10
"NFKBID",10
"NFKBIE",10
"NFKBIL1",10
"NFKBIZ",10
"NFRKB",10
"NFS1",10
"NFU1",10
"NFX1",10
"NFXL1",10
"NFYA",10
"NFYB",10
"NFYC",10
"NGB",10
"NGDN",10
"NGEF",8
"NGF",10
"NGFR",7
"NGLY1",10
"NGRN",10
"NHEJ1",10
"NHERF1",8
"NHERF2",7
"NHERF4",8
"NHLH1",10
"NHLH2",5
"NHLRC1",3
"NHLRC2",10
"NHLRC3",10
"NHLRC4",10
"NHP2",10
"NHS",10
"NHSL1",10
"NHSL2",10
"NHSL3",8
"NIBAN1",8
"NIBAN2",8
"NIBAN3",5
"NICN1",10
"NICOL1",8
"NID1",10
"NID2",10
"NIF3L1",10
"NIFK",8
"NIM1K",6
"NIN",10
"NINJ1",10
"NINJ2",10
"NINL",10
"NIP7",10
"NIPA1",10
"NIPA2",10
"NIPAL1",5
"NIPAL2",10
"NIPAL3",10
"NIPAL4",9
"NIPBL",10
"NIPSNAP1",10
"NIPSNAP2",8
"NIPSNAP3A",10
"NIPSNAP3B",6
"NISCH",10
"NIT1",10
"NIT2",10
"NKAIN1",9
"NKAIN2",3
"NKAIN3",3
"NKAIN4",8
"NKAP",10
"NKAPD1",8
"NKAPL",5
"NKD1",10
"NKD2",10
"NKG7",10
"NKIRAS1",10
"NKIRAS2",10
"NKPD1",10
"NKRF",10
"NKTR",10
"NKX1-1",8
"NKX1-2",3
"NKX2-1",10
"NKX2-2",4
"NKX2-3",4
"NKX2-4",3
"NKX2-5",10
"NKX2-6",3
"NKX2-8",10
"NKX3-1",9
"NKX3-2",7
"NKX6-1",7
"NKX6-2",3
"NKX6-3",10
"NLE1",10
"NLGN1",3
"NLGN2",10
"NLGN3",8
"NLGN4X",6
"NLGN4Y",3
"NLK",10
"NLN",10
"NLRC3",10
"NLRC4",10
"NLRC5",10
"NLRP1",10
"NLRP10",5
"NLRP11",5
"NLRP12",9
"NLRP13",9
"NLRP14",7
"NLRP2",10
"NLRP2B",5
"NLRP3",9
"NLRP4",5
"NLRP5",7
"NLRP6",5
"NLRP7",9
"NLRP8",9
"NLRP9",9
"NLRX1",10
"NMB",10
"NMBR",4
"NMD3",10
"NME1",10
"NME2",3
"NME3",10
"NME4",10
"NME5",10
"NME6",10
"NME7",10
"NME8",3
"NME9",6
"NMI",10
"NMNAT1",8
"NMNAT2",7
"NMNAT3",10
"NMRAL1",10
"NMRK1",8
"NMRK2",6
"NMS",3
"NMT1",10
"NMT2",10
"NMU",9
"NMUR1",9
"NMUR2",9
"NNAT",10
"NNMT",10
"NNT",10
"NOA1",10
"NOB1",10
"NOBOX",10
"NOC2L",10
"NOC3L",10
"NOC4L",10
"NOCT",6
"NOD1",10
"NOD2",10
"NODAL",8
"NOG",7
"NOL10",10
"NOL11",10
"NOL12",10
"NOL3",10
"NOL4",4
"NOL4L",8
"NOL6",10
"NOL7",10
"NOL8",10
"NOL9",10
"NOLC1",10
"NOM1",10
"NOMO1",3
"NOMO2",1
"NOMO3",1
"NONO",10
"NOP10",10
"NOP14",10
"NOP16",10
"NOP2",10
"NOP53",8
"NOP56",10
"NOP58",10
"NOP9",8
"NOPCHAP1",8
"NOS1",8
"NOS1AP",10
"NOS2",10
"NOS3",10
"NOSIP",10
"NOSTRIN",10
"NOTCH1",10
"NOTCH2",10
"NOTCH2NLA",1
"NOTCH2NLB",1
"NOTCH3",10
"NOTCH4",10
"NOTO",3
"NOTUM",10
"NOVA1",6
"NOVA2",10
"NOX1",8
"NOX3",5
"NOX4",10
"NOX5",9
"NOXA1",10
"NOXO1",10
"NOXRED1",7
"NPAP1",4
"NPAS1",10
"NPAS2",10
"NPAS3",7
"NPAS4",6
"NPAT",10
"NPB",10
"NPBWR1",10
"NPBWR2",5
"NPC1",10
"NPC1L1",8
"NPC2",10
"NPDC1",10
"NPEPL1",3
"NPEPPS",10
"NPFF",10
"NPFFR1",10
"NPFFR2",4
"NPHP1",10
"NPHP3",10
"NPHP3-ACAD11",1
"NPHP4",10
"NPHS1",10
"NPHS2",6
"NPIPB11",1
"NPIPB13",1
"NPIPB15",8
"NPIPB2",1
"NPIPB4",1
"NPIPB5",1
"NPIPB6",1
"NPIPB8",1
"NPIPB9",1
"NPL",10
"NPLOC4",10
"NPM1",10
"NPM2",10
"NPM3",10
"NPNT",10
"NPPA",10
"NPPB",10
"NPPC",7
"NPR1",10
"NPR2",10
"NPR3",10
"NPRL2",10
"NPRL3",10
"NPS",3
"NPSR1",3
"NPTN",10
"NPTX1",10
"NPTX2",9
"NPTXR",10
"NPVF",4
"NPW",5
"NPY",10
"NPY1R",9
"NPY2R",3
"NPY5R",5
"NQO1",10
"NQO2",10
"NR0B1",4
"NR0B2",10
"NR1D1",10
"NR1D2",10
"NR1H2",10
"NR1H3",10
"NR1H4",4
"NR1I2",8
"NR1I3",5
"NR2C1",10
"NR2C2",10
"NR2C2AP",10
"NR2E1",5
"NR2E3",7
"NR2F1",10
"NR2F2",10
"NR2F6",10
"NR3C1",10
"NR3C2",10
"NR4A1",10
"NR4A2",10
"NR4A3",10
"NR5A1",9
"NR5A2",6
"NR6A1",10
"NRAP",5
"NRARP",10
"NRAS",10
"NRBF2",10
"NRBP1",10
"NRBP2",10
"NRCAM",10
"NRDC",8
"NRDE2",8
"NREP",3
"NRF1",10
"NRG1",8
"NRG2",6
"NRG3",5
"NRG4",2
"NRGN",10
"NRIP1",10
"NRIP2",9
"NRIP3",10
"NRK",5
"NRL",9
"NRM",10
"NRN1",10
"NRN1L",3
"NRP1",10
"NRP2",10
"NRROS",8
"NRSN1",6
"NRSN2",10
"NRTN",7
"NRXN1",5
"NRXN2",8
"NRXN3",10
"NSA2",3
"NSD1",10
"NSD2",8
"NSD3",8
"NSDHL",10
"NSF",10
"NSFL1C",10
"NSG1",8
"NSG2",5
"NSL1",10
"NSMAF",10
"NSMCE1",10
"NSMCE2",10
"NSMCE3",8
"NSMCE4A",10
"NSMF",8
"NSRP1",10
"NSUN2",10
"NSUN3",10
"NSUN4",10
"NSUN5",10
"NSUN6",10
"NSUN7",10
"NT5C",10
"NT5C1A",9
"NT5C1B",2
"NT5C2",10
"NT5C3A",8
"NT5C3B",8
"NT5DC1",10
"NT5DC2",10
"NT5DC3",10
"NT5DC4",4
"NT5E",10
"NT5M",10
"NTAN1",10
"NTAQ1",8
"NTF3",10
"NTF4",10
"NTHL1",10
"NTM",10
"NTMT1",8
"NTN1",10
"NTN3",10
"NTN4",10
"NTN5",10
"NTNG1",8
"NTNG2",10
"NTPCR",10
"NTRK1",6
"NTRK2",7
"NTRK3",10
"NTS",7
"NTSR1",10
"NTSR2",6
"NUAK1",10
"NUAK2",10
"NUB1",10
"NUBP1",10
"NUBP2",10
"NUBPL",9
"NUCB1",10
"NUCB2",10
"NUCKS1",10
"NUDC",10
"NUDCD1",10
"NUDCD2",10
"NUDCD3",10
"NUDT1",10
"NUDT10",9
"NUDT11",9
"NUDT12",10
"NUDT13",9
"NUDT14",10
"NUDT15",10
"NUDT16",10
"NUDT16L1",10
"NUDT17",10
"NUDT18",10
"NUDT19",10
"NUDT2",10
"NUDT21",10
"NUDT22",10
"NUDT3",10
"NUDT4",10
"NUDT5",10
"NUDT6",10
"NUDT7",10
"NUDT8",3
"NUDT9",10
"NUF2",8
"NUFIP1",10
"NUFIP2",10
"NUGGC",1
"NUMA1",10
"NUMB",10
"NUMBL",10
"NUP107",10
"NUP133",10
"NUP153",10
"NUP155",10
"NUP160",10
"NUP188",10
"NUP205",10
"NUP210",10
"NUP210L",5
"NUP214",10
"NUP35",10
"NUP37",10
"NUP42",8
"NUP43",10
"NUP50",10
"NUP54",10
"NUP58",7
"NUP62",10
"NUP62CL",9
"NUP85",10
"NUP88",10
"NUP93",9
"NUP98",10
"NUPR1",10
"NUPR2",1
"NUS1",3
"NUSAP1",10
"NUTF2",10
"NUTM1",7
"NUTM2A",1
"NUTM2B",1
"NUTM2D",1
"NUTM2E",1
"NUTM2F",1
"NUTM2G",1
"NVL",10
"NWD1",3
"NWD2",1
"NXF1",10
"NXF2",2
"NXF3",8
"NXN",10
"NXNL1",10
"NXNL2",3
"NXPE1",4
"NXPE3",8
"NXPE4",4
"NXPH1",3
"NXPH2",5
"NXPH3",10
"NXPH4",9
"NXT1",10
"NXT2",10
"NYAP1",6
"NYAP2",3
"NYNRIN",10
"NYX",10
"OAF",10
"OARD1",8
"OAS1",10
"OAS2",10
"OAS3",10
"OASL",10
"OAT",10
"OAZ1",10
"OAZ2",10
"OAZ3",10
"OBI1",8
"OBP2A",10
"OBP2B",10
"OBSCN",10
"OBSL1",10
"OC90",3
"OCA2",10
"OCEL1",10
"OCIAD1",10
"OCIAD2",10
"OCLN",3
"OCM",1
"OCM2",3
"OCRL",10
"OCSTAMP",1
"ODAD1",7
"ODAD2",4
"ODAD3",8
"ODAD4",6
"ODAM",7
"ODC1",10
"ODF1",8
"ODF2",10
"ODF2L",10
"ODF4",9
"ODR4",8
"OFD1",10
"OGA",8
"OGDH",10
"OGDHL",10
"OGFOD1",10
"OGFOD2",10
"OGFOD3",8
"OGFR",10
"OGFRL1",10
"OGG1",10
"OGN",10
"OGT",10
"OIP5",10
"OIT3",5
"OLA1",10
"OLAH",4
"OLFM1",10
"OLFM2",9
"OLFM3",3
"OLFM4",3
"OLFML1",10
"OLFML2A",10
"OLFML2B",10
"OLFML3",10
"OLIG1",5
"OLIG2",6
"OLIG3",4
"OLR1",10
"OMA1",10
"OMD",10
"OMG",7
"OMP",7
"ONECUT1",8
"ONECUT2",6
"ONECUT3",10
"OOEP",4
"OOSP1",2
"OOSP2",1
"OPA1",10
"OPA3",10
"OPALIN",6
"OPCML",5
"OPHN1",3
"OPLAH",10
"OPN1LW",1
"OPN1MW",3
"OPN1SW",6
"OPN3",10
"OPN4",8
"OPN5",6
"OPRD1",7
"OPRK1",4
"OPRL1",10
"OPRM1",5
"OPRPN",4
"OPTC",9
"OPTN",10
"OR10A2",2
"OR10A3",5
"OR10A4",7
"OR10A5",5
"OR10A6",3
"OR10A7",3
"OR10AD1",3
"OR10AG1",2
"OR10C1",5
"OR10D3",6
"OR10G2",3
"OR10G3",3
"OR10G4",3
"OR10G7",3
"OR10G8",3
"OR10G9",3
"OR10H1",9
"OR10H2",5
"OR10H3",4
"OR10H4",3
"OR10H5",3
"OR10J1",6
"OR10J3",3
"OR10J5",3
"OR10K1",2
"OR10K2",3
"OR10P1",3
"OR10Q1",3
"OR10R2",2
"OR10S1",3
"OR10T2",3
"OR10V1",3
"OR10W1",3
"OR10X1",2
"OR10Z1",3
"OR11A1",3
"OR11G2",2
"OR11H12",3
"OR11H4",2
"OR11H6",2
"OR11H7",1
"OR11L1",3
"OR12D1",1
"OR12D2",8
"OR12D3",6
"OR13A1",3
"OR13C2",2
"OR13C3",2
"OR13C4",3
"OR13C5",3
"OR13C8",3
"OR13C9",2
"OR13D1",2
"OR13F1",3
"OR13G1",3
"OR13H1",2
"OR13J1",3
"OR14A16",3
"OR14C36",3
"OR14I1",3
"OR14J1",5
"OR14K1",1
"OR1A1",5
"OR1A2",2
"OR1B1",3
"OR1C1",6
"OR1D2",8
"OR1D5",3
"OR1E1",3
"OR1E2",1
"OR1F1",9
"OR1G1",8
"OR1I1",10
"OR1J1",2
"OR1J2",7
"OR1J4",6
"OR1K1",3
"OR1L1",2
"OR1L3",3
"OR1L4",3
"OR1L6",3
"OR1L8",2
"OR1M1",3
"OR1N1",3
"OR1N2",3
"OR1Q1",9
"OR1S1",3
"OR1S2",3
"OR2A12",3
"OR2A14",3
"OR2A2",3
"OR2A25",3
"OR2A4",1
"OR2A42",3
"OR2A5",3
"OR2A7",2
"OR2AE1",3
"OR2AG1",3
"OR2AG2",3
"OR2AJ1",1
"OR2AK2",3
"OR2AP1",1
"OR2AT4",3
"OR2B11",3
"OR2B2",2
"OR2B3",4
"OR2B6",5
"OR2C1",8
"OR2C3",3
"OR2D2",3
"OR2D3",3
"OR2F1",8
"OR2F2",3
"OR2G2",3
"OR2G3",3
"OR2G6",3
"OR2H1",4
"OR2H2",4
"OR2J2",3
"OR2J3",2
"OR2K2",6
"OR2L13",3
"OR2L2",4
"OR2L3",3
"OR2L8",3
"OR2M2",3
"OR2M3",2
"OR2M4",5
"OR2M5",3
"OR2M7",3
"OR2S2",8
"OR2T1",2
"OR2T10",3
"OR2T11",3
