"Var1","Freq"
"DCAF12L2",4
"DCAF13",10
"DCAF15",10
"DCAF16",10
"DCAF17",9
"DCAF4",10
"DCAF4L1",4
"DCAF4L2",3
"DCAF5",10
"DCAF6",10
"DCAF7",10
"DCAF8",10
"DCAF8L1",3
"DCAF8L2",5
"DCAKD",10
"DCBLD1",10
"DCBLD2",10
"DCC",5
"DCD",6
"DCDC1",3
"DCDC2",9
"DCDC2B",10
"DCDC2C",3
"DCHS1",10
"DCHS2",5
"DCK",10
"DCLK1",9
"DCLK2",8
"DCLK3",4
"DCLRE1A",9
"DCLRE1B",10
"DCLRE1C",10
"DCN",10
"DCP1A",10
"DCP1B",10
"DCP2",10
"DCPS",10
"DCST1",8
"DCST2",7
"DCSTAMP",8
"DCT",6
"DCTD",10
"DCTN1",10
"DCTN2",10
"DCTN3",10
"DCTN4",10
"DCTN5",10
"DCTN6",10
"DCTPP1",10
"DCUN1D1",10
"DCUN1D2",10
"DCUN1D3",10
"DCUN1D4",10
"DCUN1D5",10
"DCX",3
"DCXR",10
"DDA1",10
"DDAH1",10
"DDAH2",10
"DDB1",10
"DDB2",10
"DDC",10
"DDHD1",10
"DDHD2",10
"DDI1",4
"DDI2",10
"DDIAS",7
"DDIT3",10
"DDIT4",10
"DDIT4L",9
"DDN",10
"DDO",10
"DDOST",10
"DDR1",10
"DDR2",10
"DDRGK1",10
"DDT",10
"DDTL",3
"DDX1",10
"DDX10",10
"DDX11",10
"DDX17",10
"DDX18",10
"DDX19A",10
"DDX19B",10
"DDX20",10
"DDX21",10
"DDX23",10
"DDX24",10
"DDX25",5
"DDX27",10
"DDX28",10
"DDX31",10
"DDX39A",10
"DDX39B",2
"DDX3X",10
"DDX3Y",9
"DDX4",4
"DDX41",10
"DDX42",10
"DDX43",10
"DDX46",10
"DDX47",10
"DDX49",10
"DDX5",10
"DDX50",10
"DDX51",10
"DDX52",10
"DDX53",2
"DDX54",10
"DDX55",10
"DDX56",10
"DDX59",10
"DDX6",10
"DDX60",10
"DDX60L",10
"DEAF1",10
"DECR1",10
"DECR2",10
"DEDD",10
"DEDD2",10
"DEF6",10
"DEF8",10
"DEFA3",2
"DEFA4",7
"DEFA5",6
"DEFA6",8
"DEFB1",10
"DEFB103A",2
"DEFB103B",2
"DEFB104B",2
"DEFB105B",2
"DEFB106B",2
"DEFB107A",2
"DEFB108B",2
"DEFB110",2
"DEFB112",3
"DEFB113",3
"DEFB114",2
"DEFB115",3
"DEFB116",2
"DEFB118",10
"DEFB119",5
"DEFB121",4
"DEFB123",6
"DEFB124",10
"DEFB125",3
"DEFB126",4
"DEFB127",4
"DEFB128",3
"DEFB129",4
"DEFB132",3
"DEFB134",2
"DEFB135",2
"DEFB136",3
"DEFB4A",2
"DEGS1",10
"DEGS2",10
"DEK",10
"DELE1",8
"DENND10",1
"DENND11",8
"DENND1A",10
"DENND1B",10
"DENND1C",10
"DENND2A",10
"DENND2B",8
"DENND2C",10
"DENND2D",10
"DENND3",10
"DENND4A",10
"DENND4B",10
"DENND4C",10
"DENND5A",10
"DENND5B",8
"DENND6A",8
"DENND6B",8
"DENR",10
"DEPDC1",8
"DEPDC1B",5
"DEPDC4",2
"DEPDC5",10
"DEPDC7",8
"DEPP1",8
"DEPTOR",10
"DERA",10
"DERL1",10
"DERL2",10
"DERL3",10
"DES",10
"DESI1",8
"DESI2",8
"DET1",10
"DEUP1",1
"DEXI",10
"DFFA",10
"DFFB",10
"DGAT1",10
"DGAT2",10
"DGAT2L6",2
"DGCR2",10
"DGCR6",1
"DGCR6L",3
"DGCR8",10
"DGKA",10
"DGKB",3
"DGKD",10
"DGKE",9
"DGKG",9
"DGKH",10
"DGKI",5
"DGKK",9
"DGKQ",10
"DGKZ",10
"DGLUCY",8
"DGUOK",10
"DHCR24",10
"DHCR7",10
"DHDDS",10
"DHDH",10
"DHFR",3
"DHFR2",8
"DHH",7
"DHODH",10
"DHPS",10
"DHRS1",10
"DHRS11",10
"DHRS12",10
"DHRS13",10
"DHRS2",7
"DHRS3",10
"DHRS4",3
"DHRS4L2",3
"DHRS7",10
"DHRS7B",10
"DHRS7C",6
"DHRS9",10
"DHRSX",10
"DHTKD1",10
"DHX15",10
"DHX16",10
"DHX29",10
"DHX30",10
"DHX32",10
"DHX33",10
"DHX34",10
"DHX35",10
"DHX36",10
"DHX37",10
"DHX38",10
"DHX40",10
"DHX57",10
"DHX58",10
"DHX8",10
"DHX9",10
"DIABLO",10
"DIAPH1",10
"DIAPH2",10
"DIAPH3",6
"DICER1",10
"DIDO1",10
"DIMT1",10
"DIO1",5
"DIO2",9
"DIO3",10
"DIP2A",10
"DIP2B",10
"DIP2C",10
"DIPK1A",8
"DIPK1B",8
"DIPK1C",8
"DIPK2A",8
"DIPK2B",8
"DIRAS1",8
"DIRAS2",3
"DIRAS3",10
"DIS3",10
"DIS3L",10
"DIS3L2",10
"DISC1",10
"DISP1",10
"DISP2",9
"DISP3",8
"DIXDC1",10
"DKC1",10
"DKK1",9
"DKK2",8
"DKK3",10
"DKK4",6
"DKKL1",10
"DLAT",10
"DLC1",10
"DLD",10
"DLEC1",10
"DLEU7",3
"DLG1",10
"DLG2",8
"DLG3",10
"DLG4",10
"DLG5",10
"DLGAP1",5
"DLGAP2",5
"DLGAP3",8
"DLGAP4",10
"DLGAP5",9
"DLK1",5
"DLK2",10
"DLL1",10
"DLL3",10
"DLL4",10
"DLST",10
"DLX1",6
"DLX2",6
"DLX3",7
"DLX4",8
"DLX5",8
"DLX6",4
"DMAC1",8
"DMAC2",8
"DMAC2L",8
"DMAP1",10
"DMBT1",10
"DMBX1",5
"DMC1",4
"DMD",10
"DMGDH",4
"DMKN",10
"DMP1",2
"DMPK",10
"DMRT1",4
"DMRT2",7
"DMRT3",3
"DMRTA1",9
"DMRTA2",10
"DMRTB1",7
"DMRTC1",2
"DMRTC2",5
"DMTF1",10
"DMTN",8
"DMWD",10
"DMXL1",10
"DMXL2",10
"DNA2",10
"DNAAF1",10
"DNAAF10",8
"DNAAF11",8
"DNAAF2",10
"DNAAF3",8
"DNAAF4",8
"DNAAF5",8
"DNAAF6",3
"DNAAF8",8
"DNAAF9",8
"DNAH1",9
"DNAH10",8
"DNAH11",10
"DNAH12",6
"DNAH14",5
"DNAH17",9
"DNAH2",10
"DNAH3",8
"DNAH5",10
"DNAH6",7
"DNAH7",10
"DNAH8",4
"DNAH9",10
"DNAI1",10
"DNAI2",7
"DNAI3",5
"DNAI4",5
"DNAI7",4
"DNAJA1",10
"DNAJA2",10
"DNAJA3",10
"DNAJA4",10
"DNAJB1",10
"DNAJB11",10
"DNAJB12",10
"DNAJB13",10
"DNAJB14",10
"DNAJB2",10
"DNAJB4",10
"DNAJB5",10
"DNAJB6",10
"DNAJB7",3
"DNAJB8",8
"DNAJB9",10
"DNAJC1",10
"DNAJC10",10
"DNAJC11",10
"DNAJC12",9
"DNAJC13",10
"DNAJC14",10
"DNAJC15",10
"DNAJC16",10
"DNAJC17",10
"DNAJC18",10
"DNAJC19",10
"DNAJC2",10
"DNAJC21",10
"DNAJC22",7
"DNAJC24",10
"DNAJC25",10
"DNAJC27",10
"DNAJC28",6
"DNAJC3",10
"DNAJC30",10
"DNAJC4",10
"DNAJC5",10
"DNAJC5B",10
"DNAJC5G",9
"DNAJC6",8
"DNAJC7",10
"DNAJC8",10
"DNAJC9",10
"DNAL1",9
"DNAL4",10
"DNALI1",10
"DNASE1",10
"DNASE1L1",10
"DNASE1L2",10
"DNASE1L3",10
"DNASE2",10
"DNASE2B",9
"DND1",3
"DNER",6
"DNHD1",8
"DNLZ",10
"DNM1",10
"DNM1L",10
"DNM2",10
"DNM3",9
"DNMBP",10
"DNMT1",10
"DNMT3A",10
"DNMT3B",10
"DNMT3L",3
"DNPEP",10
"DNPH1",8
"DNTT",5
"DNTTIP1",10
"DNTTIP2",10
"DOC2A",10
"DOC2B",10
"DOCK1",10
"DOCK10",10
"DOCK11",10
"DOCK2",10
"DOCK3",7
"DOCK4",10
"DOCK5",10
"DOCK6",10
"DOCK7",10
"DOCK8",10
"DOCK9",10
"DOHH",10
"DOK1",10
"DOK2",10
"DOK3",10
"DOK4",10
"DOK5",9
"DOK6",8
"DOK7",10
"DOLK",10
"DOLPP1",10
"DONSON",10
"DOP1A",8
"DOP1B",8
"DOT1L",10
"DPAGT1",10
"DPCD",10
"DPEP1",10
"DPEP2",10
"DPEP2NB",4
"DPEP3",10
"DPF1",10
"DPF2",10
"DPF3",6
"DPH1",8
"DPH2",10
"DPH3",10
"DPH5",10
"DPH6",4
"DPH7",8
"DPM1",10
"DPM2",10
"DPM3",10
"DPP10",2
"DPP3",10
"DPP4",10
"DPP6",7
"DPP7",10
"DPP8",10
"DPP9",10
"DPPA2",5
"DPPA3",3
"DPPA4",2
"DPPA5",5
"DPRX",3
"DPT",10
"DPY19L1",10
"DPY19L2",4
"DPY19L3",10
"DPY19L4",10
"DPY30",10
"DPYD",10
"DPYS",5
"DPYSL2",10
"DPYSL3",10
"DPYSL4",7
"DPYSL5",7
"DQX1",9
"DR1",10
"DRAM1",10
"DRAM2",10
"DRAP1",10
"DRAXIN",5
"DRC1",8
"DRC12",6
"DRC3",8
"DRC7",8
"DRD1",5
"DRD2",10
"DRD3",5
"DRD4",8
"DRD5",6
"DRG1",10
"DRG2",10
"DRGX",3
"DRICH1",7
"DROSHA",10
"DRP2",5
"DSC1",4
"DSC2",10
"DSC3",5
"DSCAM",5
"DSCAML1",7
"DSCC1",10
"DSE",6
"DSEL",10
"DSG1",2
"DSG2",10
"DSG3",5
"DSG4",3
"DSN1",9
"DSP",10
"DSPP",4
"DST",10
"DSTN",10
"DSTYK",10
"DTD1",10
"DTD2",8
"DTHD1",3
"DTL",10
"DTNA",8
"DTNB",10
"DTNBP1",10
"DTWD1",10
"DTWD2",10
"DTX1",10
"DTX2",10
"DTX3",10
"DTX3L",10
"DTX4",10
"DTYMK",10
"DUOX1",10
"DUOX2",9
"DUOXA1",10
"DUOXA2",10
"DUS1L",10
"DUS2",8
"DUS3L",10
"DUS4L",10
"DUS4L-BCAP29",1
"DUSP1",10
"DUSP10",10
"DUSP11",10
"DUSP12",10
"DUSP13B",7
"DUSP14",10
"DUSP15",9
"DUSP16",10
"DUSP18",10
"DUSP19",5
"DUSP2",10
"DUSP21",6
"DUSP22",10
"DUSP23",10
"DUSP26",10
"DUSP28",10
"DUSP29",1
"DUSP3",10
"DUSP4",10
"DUSP5",10
"DUSP6",10
"DUSP7",10
"DUSP8",10
"DUSP9",10
"DUT",10
"DUX4",2
"DUX4L9",2
"DUXA",3
"DVL1",10
"DVL2",10
"DVL3",10
"DXO",8
"DYDC1",5
"DYDC2",6
"DYM",10
"DYNAP",1
"DYNC1H1",10
"DYNC1I1",9
"DYNC1I2",10
"DYNC1LI1",10
"DYNC1LI2",10
"DYNC2H1",9
"DYNC2I1",8
"DYNC2I2",8
"DYNC2LI1",10
"DYNLL1",10
"DYNLL2",10
"DYNLRB1",10
"DYNLRB2",8
"DYNLT1",10
"DYNLT2",4
"DYNLT2B",8
"DYNLT3",10
"DYNLT4",1
"DYNLT5",3
"DYRK1A",9
"DYRK1B",10
"DYRK2",10
"DYRK3",10
"DYRK4",10
"DYSF",10
"DYTN",3
"DZANK1",10
"DZIP1",10
"DZIP1L",10
"DZIP3",10
"E2F1",10
"E2F2",10
"E2F3",10
"E2F4",10
"E2F5",10
"E2F6",3
"E2F7",6
"E2F8",8
"E4F1",10
"EAF1",10
"EAF2",10
"EAPP",10
"EARS2",10
"EBAG9",10
"EBF1",10
"EBF2",6
"EBF3",4
"EBF4",10
"EBI3",10
"EBLN1",3
"EBLN2",10
"EBNA1BP2",10
"EBP",10
"EBPL",3
"ECD",10
"ECE1",10
"ECE2",3
"ECEL1",10
"ECH1",10
"ECHDC1",10
"ECHDC2",10
"ECHDC3",10
"ECHS1",10
"ECI1",10
"ECI2",10
"ECM1",10
"ECM2",10
"ECPAS",8
"ECRG4",8
"ECSCR",10
"ECSIT",10
"ECT2",10
"ECT2L",2
"EDA",5
"EDA2R",9
"EDAR",9
"EDARADD",6
"EDC3",10
"EDC4",10
"EDDM13",8
"EDDM3A",2
"EDDM3B",3
"EDEM1",10
"EDEM2",3
"EDEM3",10
"EDF1",10
"EDIL3",10
"EDN1",10
"EDN2",10
"EDN3",7
"EDNRA",10
"EDNRB",10
"EDRF1",8
"EEA1",10
"EED",10
"EEF1A1",10
"EEF1A2",10
"EEF1AKMT1",8
"EEF1AKMT2",8
"EEF1AKMT3",8
"EEF1AKMT4",8
"EEF1B2",3
"EEF1D",10
"EEF1E1",10
"EEF1E1-BLOC1S5",1
"EEF1G",3
"EEF2",10
"EEF2K",10
"EEF2KMT",1
"EEFSEC",10
"EEIG1",8
"EEIG2",8
"EEPD1",10
"EFCAB10",2
"EFCAB11",10
"EFCAB12",7
"EFCAB13",4
"EFCAB14",8
"EFCAB2",10
"EFCAB3",2
"EFCAB5",2
"EFCAB6",7
"EFCAB7",10
"EFCAB8",10
"EFCAB9",2
"EFCC1",8
"EFEMP1",10
"EFEMP2",10
"EFHB",6
"EFHC1",10
"EFHC2",5
"EFHD1",10
"EFHD2",10
"EFL1",8
"EFNA1",10
"EFNA2",6
"EFNA3",10
"EFNA4",10
"EFNA5",10
"EFNB1",10
"EFNB2",10
"EFNB3",9
"EFR3A",10
"EFR3B",10
"EFS",10
"EFTUD2",10
"EGF",7
"EGFL6",10
"EGFL7",10
"EGFL8",2
"EGFLAM",10
"EGFR",10
"EGLN1",10
"EGLN2",3
"EGLN3",10
"EGR1",10
"EGR2",10
"EGR3",10
"EGR4",7
"EHBP1",10
"EHBP1L1",10
"EHD1",10
"EHD2",10
"EHD3",10
"EHD4",10
"EHF",10
"EHHADH",10
"EHMT1",10
"EHMT2",10
"EI24",10
"EID1",10
"EID2",10
"EID2B",8
"EID3",8
"EIF1",10
"EIF1AD",10
"EIF1AX",10
"EIF1AY",7
"EIF1B",10
"EIF2A",10
"EIF2AK1",10
"EIF2AK2",10
"EIF2AK3",10
"EIF2AK4",10
"EIF2B1",10
"EIF2B2",10
"EIF2B3",10
"EIF2B4",10
"EIF2B5",10
"EIF2D",10
"EIF2S1",10
"EIF2S2",10
"EIF2S3",8
"EIF2S3B",1
"EIF3A",10
"EIF3B",10
"EIF3C",2
"EIF3D",10
"EIF3E",10
"EIF3F",10
"EIF3G",10
"EIF3H",10
"EIF3I",10
"EIF3J",10
"EIF3K",10
"EIF3L",10
"EIF3M",10
"EIF4A1",2
"EIF4A2",10
"EIF4A3",10
"EIF4B",3
"EIF4E",10
"EIF4E1B",3
"EIF4E2",10
"EIF4E3",10
"EIF4EBP1",10
"EIF4EBP2",10
"EIF4EBP3",1
"EIF4ENIF1",10
"EIF4G1",10
"EIF4G2",10
"EIF4G3",10
"EIF4H",3
"EIF5",10
"EIF5A",10
"EIF5A2",9
"EIF5AL1",3
"EIF5B",10
"EIF6",10
"EIPR1",7
"ELAC1",10
"ELAC2",10
"ELANE",8
"ELAPOR1",8
"ELAPOR2",8
"ELAVL1",10
"ELAVL2",4
"ELAVL3",7
"ELAVL4",5
"ELF1",10
"ELF2",10
"ELF3",10
"ELF4",10
"ELF5",10
"ELFN1",10
"ELFN2",10
"ELK1",10
"ELK3",10
"ELK4",10
"ELL",10
"ELL2",10
"ELL3",10
"ELMO1",10
"ELMO2",10
"ELMO3",10
"ELMOD1",6
"ELMOD2",10
"ELMOD3",10
"ELN",10
"ELOA",8
"ELOA2",6
"ELOB",8
"ELOC",8
"ELOF1",10
"ELOVL1",10
"ELOVL2",8
"ELOVL3",6
"ELOVL4",5
"ELOVL5",10
"ELOVL6",10
"ELOVL7",9
"ELP1",8
"ELP2",10
"ELP3",10
"ELP4",10
"ELP5",8
"ELP6",8
"ELSPBP1",9
"EMB",8
"EMC1",8
"EMC10",8
"EMC2",8
"EMC3",8
"EMC4",8
"EMC6",8
"EMC7",8
"EMC8",8
"EMC9",8
"EMCN",10
"EMD",10
"EME1",10
"EME2",10
"EMG1",10
"EMID1",10
"EMILIN1",9
"EMILIN2",10
"EMILIN3",10
"EML1",10
"EML2",10
"EML3",10
"EML4",10
"EML5",4
"EML6",8
"EMP1",10
"EMP2",10
"EMP3",10
"EMSY",8
"EMX1",6
"EMX2",3
"EN1",3
"EN2",5
"ENAH",10
"ENAM",6
"ENC1",10
"ENDOD1",10
"ENDOG",10
"ENDOU",7
"ENDOV",10
"ENG",10
"ENGASE",10
"ENHO",10
"ENKD1",8
"ENKUR",6
"ENO1",10
"ENO2",10
"ENO3",10
"ENO4",3
"ENOPH1",10
"ENOSF1",10
"ENOX1",10
"ENOX2",10
"ENPEP",10
"ENPP1",6
"ENPP2",10
"ENPP3",8
"ENPP4",10
"ENPP5",10
"ENPP6",3
"ENPP7",9
"ENSA",10
"ENTHD1",3
"ENTPD1",10
"ENTPD2",10
"ENTPD3",10
"ENTPD4",10
"ENTPD5",10
"ENTPD6",10
"ENTPD7",10
"ENTPD8",3
"ENTR1",8
"ENTREP1",8
"ENTREP2",8
"ENTREP3",8
"ENY2",10
"EOGT",8
"EOLA1",1
"EOLA2",1
"EOMES",10
"EP300",10
"EP400",10
"EPAS1",10
"EPB41",10
"EPB41L1",10
"EPB41L2",10
"EPB41L3",10
"EPB41L4A",10
"EPB41L4B",9
"EPB41L5",10
"EPB42",7
"EPC1",10
"EPC2",10
"EPCAM",10
"EPCIP",7
"EPDR1",10
"EPG5",10
"EPGN",2
"EPHA1",10
"EPHA10",7
"EPHA2",10
"EPHA3",6
"EPHA4",10
"EPHA5",3
"EPHA6",2
"EPHA7",3
"EPHA8",9
"EPHB1",7
"EPHB2",10
"EPHB3",10
"EPHB4",10
"EPHB6",10
"EPHX1",10
"EPHX2",8
"EPHX3",10
"EPHX4",6
"EPM2A",10
"EPM2AIP1",10
"EPN1",10
"EPN2",10
"EPN3",10
"EPO",10
"EPOP",8
"EPOR",10
"EPPIN",3
"EPPK1",10
"EPRS1",8
"EPS15",10
"EPS15L1",10
"EPS8",10
"EPS8L1",10
"EPS8L2",10
"EPS8L3",7
"EPSTI1",10
"EPX",9
"EPYC",3
"ERAL1",10
"ERAP1",10
"ERAP2",10
"ERAS",3
"ERBB2",10
"ERBB3",10
"ERBB4",9
"ERBIN",8
"ERC1",10
"ERC2",5
"ERCC1",10
"ERCC2",10
"ERCC3",10
"ERCC4",9
"ERCC5",3
"ERCC6",10
"ERCC6L",10
"ERCC6L2",8
"ERCC8",9
"EREG",8
"ERF",10
"ERFE",8
"ERFL",1
"ERG",10
"ERG28",8
"ERGIC1",10
"ERGIC2",10
"ERGIC3",10
"ERH",10
"ERI1",10
"ERI2",10
"ERI3",10
"ERICH1",10
"ERICH2",1
"ERICH3",4
"ERICH4",6
"ERICH5",3
"ERICH6",3
"ERLEC1",10
"ERLIN1",10
"ERLIN2",10
"ERMAP",10
"ERMARD",8
"ERMN",6
"ERMP1",10
"ERN1",10
"ERN2",10
"ERO1A",8
"ERO1B",8
"ERP27",10
"ERP29",10
"ERP44",10
"ERRFI1",10
"ERV3-1",4
"ERVFRD-1",6
"ERVH48-1",5
"ERVK3-1",1
"ERVMER34-1",9
"ERVV-1",3
"ERVV-2",3
"ERVW-1",5
"ESAM",10
"ESCO1",10
"ESCO2",5
"ESD",10
"ESF1",10
"ESM1",9
"ESPL1",10
"ESPN",10
"ESPNL",10
"ESR1",10
"ESR2",9
"ESRP1",10
"ESRP2",10
"ESRRA",10
"ESRRB",5
"ESRRG",6
"ESS2",8
"ESX1",5
"ESYT1",10
"ESYT2",10
"ESYT3",8
"ETAA1",10
"ETDB",1
"ETF1",10
"ETFA",10
"ETFB",10
"ETFBKMT",5
"ETFDH",10
"ETFRF1",8
"ETHE1",10
"ETNK1",10
"ETNK2",10
"ETNPPL",1
"ETS1",10
"ETS2",10
"ETV1",10
"ETV2",8
"ETV3",10
"ETV3L",3
"ETV4",10
"ETV5",10
"ETV6",10
"ETV7",10
"EVA1A",7
"EVA1B",8
"EVA1C",8
"EVC",10
"EVC2",10
"EVI2A",10
"EVI2B",10
"EVI5",10
"EVI5L",10
"EVL",10
"EVPL",10
"EVPLL",3
"EVX1",9
"EVX2",3
"EWSR1",10
"EXD1",3
"EXD2",10
"EXD3",10
"EXO1",10
"EXO5",8
"EXOC1",10
"EXOC2",10
"EXOC3",10
"EXOC3L1",10
"EXOC3L2",10
"EXOC3L4",10
"EXOC4",10
"EXOC5",10
"EXOC6",10
"EXOC6B",10
"EXOC7",10
"EXOC8",10
"EXOG",10
"EXOSC1",9
"EXOSC10",10
"EXOSC2",10
"EXOSC3",10
"EXOSC4",10
"EXOSC5",10
"EXOSC6",10
"EXOSC7",10
"EXOSC8",10
"EXOSC9",10
"EXPH5",10
"EXT1",10
"EXT2",10
"EXTL1",10
"EXTL2",10
"EXTL3",10
"EYA1",9
"EYA2",10
"EYA3",10
"EYA4",8
"EYS",3
"EZH1",10
"EZH2",10
"EZHIP",3
"EZR",10
"F10",10
"F11",7
"F11R",10
"F12",10
"F13A1",10
"F13B",2
"F2",9
"F2R",10
"F2RL1",10
"F2RL2",6
"F2RL3",3
"F3",10
"F5",10
"F7",10
"F8",10
"F8A1",3
"F8A2",2
"F9",3
"FA2H",10
"FAAH",10
"FAAH2",10
"FAAP100",8
"FAAP20",8
"FAAP24",8
"FABP1",3
"FABP12",2
"FABP2",6
"FABP3",10
"FABP4",10
"FABP5",2
"FABP6",10
"FABP7",4
"FABP9",2
"FADD",10
"FADS1",10
"FADS2",10
"FADS3",10
"FADS6",3
"FAF1",10
"FAF2",10
"FAH",10
"FAHD1",10
"FAHD2A",10
"FAHD2B",1
"FAIM",10
"FAIM2",10
"FAM107A",10
"FAM107B",10
"FAM110A",10
"FAM110B",10
"FAM110C",10
"FAM110D",8
"FAM111A",10
"FAM111B",7
"FAM114A1",10
"FAM114A2",10
"FAM117A",10
"FAM117B",10
"FAM118A",10
"FAM118B",10
"FAM120A",10
"FAM120AOS",10
"FAM120B",10
"FAM120C",10
"FAM124A",10
"FAM124B",8
"FAM131A",10
"FAM131B",7
"FAM131C",3
"FAM133A",4
"FAM133B",7
"FAM135A",10
"FAM135B",7
"FAM136A",10
"FAM13A",10
"FAM13B",10
"FAM13C",10
"FAM149A",10
"FAM149B1",10
"FAM151A",8
"FAM151B",3
"FAM153A",3
"FAM153CP",1
"FAM156A",3
"FAM156B",2
"FAM161A",10
"FAM161B",10
"FAM162A",10
"FAM162B",10
"FAM163A",6
"FAM163B",9
"FAM167A",10
"FAM167B",10
"FAM168A",10
"FAM168B",10
"FAM169A",9
"FAM170A",9
"FAM170B",7
"FAM171A1",10
"FAM171A2",10
"FAM171B",9
"FAM174A",10
"FAM174B",10
"FAM174C",8
"FAM177A1",10
"FAM177B",3
"FAM178B",10
"FAM180A",3
"FAM180B",3
"FAM181A",9
"FAM181B",7
"FAM184A",10
"FAM184B",8
"FAM185A",7
"FAM186A",2
"FAM186B",10
"FAM187B",6
"FAM193A",10
"FAM193B",10
"FAM199X",10
"FAM200A",10
"FAM200B",10
"FAM200C",8
"FAM204A",10
"FAM209A",3
"FAM209B",4
"FAM20A",10
"FAM20B",10
"FAM20C",10
"FAM210A",8
"FAM210B",8
"FAM216A",8
"FAM216B",5
"FAM217A",3
"FAM217B",8
"FAM219A",8
"FAM219B",8
"FAM220A",8
"FAM221A",7
"FAM221B",7
"FAM222A",8
"FAM222B",8
"FAM227A",1
"FAM227B",3
"FAM228A",7
"FAM228B",8
"FAM229A",8
"FAM229B",8
"FAM234A",8
"FAM234B",8
"FAM240A",1
"FAM240C",4
"FAM241A",8
"FAM241B",8
"FAM24A",5
"FAM24B",10
"FAM25A",3
"FAM25C",2
"FAM32A",10
"FAM3A",10
"FAM3B",10
"FAM3C",3
"FAM3D",10
"FAM43A",10
"FAM43B",9
"FAM47A",3
"FAM47B",4
"FAM47C",9
"FAM47E",3
"FAM50A",10
"FAM50B",10
"FAM53A",10
"FAM53B",10
"FAM53C",10
"FAM72A",3
"FAM72B",1
"FAM72D",3
"FAM76A",10
"FAM76B",10
"FAM78A",10
"FAM78B",6
"FAM81A",8
"FAM81B",7
"FAM83A",10
"FAM83B",4
"FAM83C",6
"FAM83D",10
"FAM83E",10
"FAM83F",10
"FAM83G",10
"FAM83H",10
"FAM86B1",3
"FAM86B2",3
"FAM89A",10
"FAM89B",10
"FAM8A1",10
"FAM90A1",10
"FAM90A10",2
"FAM90A26",1
"FAM90A27P",1
"FAM90A7",2
"FAM91A1",10
"FAM98A",10
"FAM98B",10
"FAM98C",10
"FAM9A",4
"FAM9B",2
"FAM9C",5
"FAN1",10
"FANCA",10
"FANCB",3
"FANCC",10
"FANCD2",10
"FANCD2OS",8
"FANCE",10
"FANCF",10
"FANCG",10
"FANCI",10
"FANCL",10
"FANCM",9
"FANK1",10
"FAP",10
"FAR1",10
"FAR2",10
"FARP1",10
"FARP2",10
"FARS2",10
"FARSA",10
"FARSB",6
"FAS",10
"FASLG",8
"FASN",6
"FASTK",10
"FASTKD1",10
"FASTKD2",10
"FASTKD3",10
"FASTKD5",10
"FAT1",10
"FAT2",9
"FAT3",9
"FAT4",10
"FATE1",10
"FAU",10
"FAXC",7
"FAXDC2",8
"FBF1",10
"FBH1",8
"FBL",10
"FBLIM1",10
"FBLL1",9
"FBLN1",10
"FBLN2",10
"FBLN5",10
"FBLN7",10
"FBN1",10
"FBN2",5
"FBN3",10
"FBP1",10
"FBP2",7
"FBRS",10
"FBRSL1",10
"FBXL12",10
"FBXL13",6
"FBXL14",7
"FBXL15",10
"FBXL16",10
"FBXL17",8
"FBXL18",10
"FBXL19",10
"FBXL2",10
"FBXL20",10
"FBXL22",7
"FBXL3",10
"FBXL4",10
"FBXL5",10
"FBXL6",10
"FBXL7",10
"FBXL8",9
"FBXO10",8
"FBXO11",10
"FBXO15",9
"FBXO16",10
"FBXO17",10
"FBXO2",10
"FBXO21",10
"FBXO22",9
"FBXO24",9
"FBXO25",10
"FBXO27",9
"FBXO28",10
"FBXO3",10
"FBXO30",10
"FBXO31",10
"FBXO32",10
"FBXO33",10
"FBXO34",10
"FBXO36",10
"FBXO38",10
"FBXO39",3
"FBXO4",9
"FBXO40",9
"FBXO41",10
"FBXO42",10
"FBXO43",5
"FBXO44",10
"FBXO45",8
"FBXO46",10
"FBXO47",2
"FBXO48",3
"FBXO5",10
"FBXO6",10
"FBXO7",10
"FBXO8",10
"FBXO9",10
"FBXW10",3
"FBXW10B",1
"FBXW11",10
"FBXW12",2
"FBXW2",10
"FBXW4",10
"FBXW5",10
"FBXW7",10
"FBXW8",10
"FBXW9",10
"FCAMR",4
"FCAR",6
"FCER1A",10
"FCER1G",10
"FCER2",8
"FCF1",10
"FCGBP",10
"FCGR1A",1
"FCGR2A",3
"FCGR2B",10
"FCGR2C",3
"FCGR3A",3
"FCGR3B",8
"FCGRT",10
"FCHO1",10
"FCHO2",10
"FCHSD1",10
"FCHSD2",10
"FCMR",8
"FCN1",10
"FCN2",5
"FCN3",10
"FCRL1",6
"FCRL2",7
"FCRL3",10
"FCRL4",3
"FCRL5",10
"FCRL6",3
"FCRLA",5
"FCRLB",10
"FCSK",8
"FDCSP",7
"FDFT1",10
"FDPS",10
"FDX1",10
"FDX2",8
"FDXACB1",9
"FDXR",10
"FECH",10
"FEM1A",10
"FEM1B",10
"FEM1C",10
"FEN1",10
"FER",10
"FER1L5",6
"FER1L6",3
"FERD3L",8
"FERMT1",10
"FERMT2",10
"FERMT3",10
"FERRY3",8
"FES",10
"FETUB",3
"FEV",8
"FEZ1",10
"FEZ2",10
"FEZF1",3
"FEZF2",4
"FFAR1",9
"FFAR2",8
"FFAR3",3
"FFAR4",4
"FGA",6
"FGB",5
"FGD1",10
